,quality,article_length,num_wikilinks,num_external_links,num_images,info_noise,num_refs,num_headings
North Carolina Highway 68,5.0,663,140,14,2,0.3453996983408748,21,7
Rosie Napravnik,5.0,3372,428,82,4,0.24051008303677343,12,8
Brian Wilson (baseball),5.0,3700,545,126,6,0.2635135135135135,113,23
The Telltale Head,5.0,890,128,13,1,0.3382022471910112,9,6
"The Doctor, the Widow and the Wardrobe",5.0,2611,328,43,1,0.28456530065109154,37,11
New York Jets,5.0,4181,1120,147,22,0.26357330782109545,87,30
Massive Attack (song),5.0,1704,290,24,2,0.31514084507042256,21,10
Seneb,5.0,1683,124,4,3,0.31491384432560904,24,5
HIV/AIDS,5.0,8310,1524,517,17,0.21732851985559568,265,41
First Dance (song),5.0,576,192,11,2,0.3767361111111111,11,8
Longfin mako shark,5.0,1670,214,19,6,0.3532934131736527,12,9
"Lakselv Airport, Banak",5.0,1770,385,26,9,0.3129943502824859,58,11
Mona Best,5.0,2014,345,30,2,0.31231380337636544,53,10
The History of British Political Parties,5.0,755,359,7,8,0.31920529801324504,10,7
Sam Simon,5.0,4086,695,72,2,0.29515418502202645,88,13
Spotted Saddle horse,5.0,919,157,12,4,0.3068552774755169,8,6
Lotus Intro,5.0,1141,223,19,1,0.36108676599474143,18,8
Winston tastes good like a cigarette should,5.0,970,92,15,1,0.3680412371134021,14,7
History of the domestic sheep,5.0,3842,444,56,11,0.2925559604372723,57,19
Kalmashapada,5.0,1583,127,4,4,0.2735312697409981,17,9
Hail to the Thief,5.0,4246,664,85,6,0.28073480923221855,2,21
"April 6–8, 2006 tornado outbreak",5.0,820,84,9,8,0.325609756097561,6,8
Nier (video game),5.0,3239,227,88,4,0.2692188947205928,45,9
"The Marriages Between Zones Three, Four and Five",5.0,2799,264,43,4,0.2718828152911754,44,11
Beck,5.0,6525,901,147,7,0.2835249042145594,124,21
Bærum Tunnel,5.0,1156,123,48,4,0.31920415224913495,24,3
Markus Näslund,5.0,6995,1008,213,8,0.21972837741243745,7,34
Siege of Kehl (1796),5.0,6315,558,27,9,0.2166270783847981,4,29
Hurricane Julia (2010),5.0,1163,135,24,4,0.33619948409286327,20,6
Singapura cat,5.0,1237,256,33,5,0.3217461600646726,13,9
Billy Sing,5.0,2913,454,54,9,0.3240645382766907,87,15
Galileo Galilei,5.0,9114,1308,177,18,0.22196620583717358,181,34
Roy Riegels,5.0,1675,178,42,3,0.3397014925373134,36,7
Streptococcus iniae,5.0,1665,569,88,6,0.33993993993993993,43,9
M-29 (Michigan highway),5.0,856,120,13,5,0.2651869158878505,17,7
Shannon (horse),5.0,1107,127,10,7,0.31978319783197834,11,14
Elizabeth F. Ellet,5.0,2021,180,24,5,0.3191489361702128,33,11
Ironic (song),5.0,2762,606,114,2,0.29000724112961623,118,20
Hugo Black,5.0,7819,714,88,9,0.2080828750479601,111,28
"Bob Barr presidential campaign, 2008",5.0,3619,578,100,9,0.2685824813484388,78,16
Puzzlejuice,5.0,917,150,33,4,0.376226826608506,15,6
2012–13 Hershey Bears season,5.0,4785,667,353,3,0.2096133751306165,135,24
USS Arkansas (BB-33),5.0,4305,411,12,10,0.2264808362369338,2,11
North & South (TV serial),5.0,1694,141,17,6,0.32880755608028334,16,11
Jugband Blues,5.0,726,342,3,0,0.32920110192837465,1,7
Invasion of Ceylon (1795),5.0,1394,303,4,1,0.32711621233859395,17,7
Jennifer Brunner,5.0,6488,844,236,4,0.23366214549938347,217,16
Barton Aqueduct,5.0,1351,103,3,2,0.30421909696521093,19,6
Chinga (The X-Files),5.0,2099,299,11,2,0.3058599333015722,15,9
The Post-American World,5.0,1911,253,32,1,0.3464154892726321,48,8
Ferdinandea,5.0,1749,173,14,9,0.3493424814179531,11,14
Presidio of Santa Barbara,5.0,999,1007,20,2,0.36036036036036034,13,10
Typhoon Rammasun (2002),5.0,1381,233,20,4,0.33526430123099205,5,6
Mickie James,5.0,5663,1163,249,13,0.2134910824651245,232,30
Hurricane Frank (2010),5.0,1102,122,23,3,0.3466424682395644,21,5
The Hurt Locker,5.0,6353,654,100,5,0.26963639225562724,98,26
The Almost People,5.0,2438,262,31,2,0.29532403609515995,32,12
Mycena inclinata,5.0,1100,181,19,3,0.3718181818181818,17,12
Citizen's Briefing Book,5.0,779,296,36,4,0.34403080872913994,28,9
Crocodile shark,5.0,1595,255,10,5,0.36551724137931035,12,8
Tamar of Georgia,5.0,4335,528,21,17,0.2964244521337947,80,21
November 2008 Carolinas tornado outbreak,5.0,1687,116,21,5,0.25311203319502074,20,6
Neil Harvey,5.0,11126,912,48,12,0.18560129426568397,137,17
Arab–Byzantine Wars,5.0,6503,802,40,16,0.2469629401814547,97,25
Alou Diarra,5.0,5002,611,133,3,0.20011995201919233,121,25
MediEvil 2,5.0,1269,194,15,2,0.32308904649330183,9,7
827th Tank Destroyer Battalion,5.0,1519,164,4,1,0.2975641869651086,22,8
1979 Gillette Cup Final,5.0,1200,201,13,2,0.2966666666666667,22,9
Cranham,5.0,1508,340,50,7,0.3269230769230769,43,15
Where No One Has Gone Before,5.0,2503,360,32,3,0.29165001997602874,26,12
French battleship Démocratie,5.0,887,121,2,4,0.3833145434047351,12,5
Ýdalir,5.0,249,186,2,1,0.44176706827309237,6,5
Getty Foundation,5.0,829,101,21,0,0.3703256936067551,21,8
Father's Day (Doctor Who),5.0,2334,239,37,2,0.28320479862896314,19,9
Band of Gypsys,5.0,5483,807,22,3,0.24730986686120737,6,13
New York State Route 323,5.0,491,76,10,5,0.285132382892057,7,7
2011 Euskaltel-Euskadi season,5.0,4059,564,125,4,0.21359940872135993,3,13
Abby Cunningham,5.0,2921,265,33,2,0.2701129750085587,46,11
Eastbourne,5.0,7301,909,125,17,0.2718805643062594,164,23
No Age,5.0,1069,146,28,1,0.343311506080449,19,12
Dick Padden,5.0,1223,171,20,3,0.28945216680294356,23,9
Color Air,5.0,2968,325,7,8,0.24056603773584906,64,12
Russian battleship Petropavlovsk (1894),5.0,1037,158,4,3,0.36354869816779173,1,11
Eric Nystrom,5.0,1214,445,33,3,0.33525535420098845,32,15
1985–86 Calgary Flames season,5.0,2621,481,29,0,0.2762304463945059,51,15
The Exaltation of the Flower,5.0,1140,153,57,3,0.37894736842105264,2,10
Tourism in Nunavut,5.0,1131,130,12,3,0.28735632183908044,9,6
Big the Cat,5.0,2020,230,27,4,0.30445544554455445,55,9
They Don't Care About Us,5.0,2128,458,46,3,0.3125,53,18
Tony Boles,5.0,1058,218,21,1,0.39697542533081287,20,7
Battery White,5.0,2027,266,52,8,0.3206709422792304,54,10
Delaware Route 72,5.0,1100,141,26,6,0.23636363636363636,21,7
Ernest R. Kouma,5.0,2220,237,8,20,0.2725225225225225,1,14
The Cat in the Hat,5.0,4242,415,25,8,0.24752475247524752,57,12
M-5 (Michigan highway),5.0,2286,254,36,9,0.24759405074365703,46,14
Dexter (episode),5.0,4222,472,81,4,0.2752250118427286,75,17
Pennsylvania Route 332,5.0,970,132,17,8,0.21443298969072164,14,7
Jacobson v. United States,5.0,4704,322,25,1,0.2493622448979592,56,23
Peacock (song),5.0,1453,265,36,2,0.3434273916035788,34,13
Your Cheatin' Heart,5.0,912,283,16,2,0.36403508771929827,35,10
Fences and Windows,5.0,1388,144,19,1,0.329971181556196,24,7
The Immortal Alamo,5.0,1355,92,13,1,0.3092250922509225,16,9
Robert Ford (politician),5.0,1547,299,75,1,0.3581124757595346,63,8
Hard rock,5.0,5353,970,90,13,0.2456566411358117,143,12
The Care Bears Movie,5.0,6901,1250,150,4,0.27880017388784234,23,22
Italian battleship Giulio Cesare,5.0,2473,264,7,4,0.30812778002426205,1,10
Etymology of Wicca,5.0,2778,383,20,2,0.2598992080633549,2,16
"St Eugrad's Church, Llaneugrad",5.0,1538,252,20,1,0.28738621586475943,18,6
Ohio State Route 750,5.0,445,78,18,2,0.36179775280898874,13,5
Sol Levi,5.0,1461,106,21,1,0.25667351129363447,17,7
Music of the Final Fantasy VII series,5.0,3734,335,98,2,0.20460632029994644,60,13
Fight for You,5.0,1209,272,41,1,0.3531844499586435,38,17
15th Sustainment Brigade,5.0,1877,175,21,10,0.2626531699520511,18,13
Women's Boat Race 2013,5.0,759,300,19,6,0.3544137022397892,15,7
The Fairy-Queen,5.0,1964,243,17,5,0.3121181262729124,15,16
Melina Perez,5.0,3152,645,148,11,0.23699238578680204,133,18
Boys' Club (Parks and Recreation),5.0,2323,245,36,1,0.2746448557899268,20,8
Lusitano,5.0,1930,370,42,9,0.28756476683937826,33,9
SS El Occidente,5.0,1812,228,18,1,0.304083885209713,4,9
"South Park: Bigger, Longer & Uncut",5.0,5748,665,91,11,0.26565762004175364,85,24
Ultraviolet (Light My Way),5.0,1981,340,19,2,0.35739525492175667,38,9
"St Pabo's Church, Llanbabo",5.0,1110,210,11,1,0.3324324324324324,9,6
Mew (Pokémon),5.0,1643,271,24,3,0.3049300060864273,40,12
David McGurk,5.0,1533,406,94,5,0.28701891715590344,6,10
Ground Combat Vehicle,5.0,3291,252,58,4,0.23883318140382861,54,18
Russian ironclad Petr Veliky,5.0,2697,214,8,3,0.2918057100482017,1,10
Before the Dawn: Recovering the Lost History of Our Ancestors,5.0,3402,378,25,5,0.26778365667254556,1,13
Tetsuji Takechi,5.0,3800,665,41,2,0.27263157894736845,73,16
History of Minneapolis,5.0,7456,539,55,28,0.23994098712446352,50,29
Act-On,5.0,1048,156,47,3,0.35877862595419846,45,6
Bobby Lowe,5.0,2624,367,22,5,0.29039634146341464,33,13
Aboriginal Memorial,5.0,793,71,8,1,0.31904161412358134,11,5
Robert Peverell Hichens,5.0,2517,342,15,5,0.2737385776718315,4,15
Al Aaraaf,5.0,2406,287,5,3,0.3054862842892768,51,8
William S. Edmiston,5.0,1218,190,35,6,0.34564860426929395,36,8
Simpsons Bible Stories,5.0,3239,302,15,4,0.25439950602037664,1,14
Maryland Route 322,5.0,521,89,14,4,0.29558541266794625,13,8
Space Science Fiction Magazine,5.0,577,60,1,1,0.36915077989601386,9,4
"Leigh, Greater Manchester",5.0,4786,715,106,10,0.2822816548265775,120,26
Pedra Branca dispute,5.0,8218,620,127,8,0.16378680944268678,132,35
Saadanius,5.0,1248,148,14,3,0.30689102564102566,6,6
Back Off Boogaloo,5.0,2243,492,25,3,0.323673651359786,4,15
4 Intimate Nights with Beyoncé,5.0,3193,348,60,5,0.2890698402756029,53,11
"Whitwell, Isle of Wight",5.0,1488,297,30,7,0.3071236559139785,20,13
Tropical cyclone forecast model,5.0,2340,262,46,6,0.2551282051282051,33,11
"Papal election, 1130",5.0,1649,305,13,6,0.27471194663432386,42,9
Bart's Friend Falls in Love,5.0,1438,200,22,4,0.33101529902642557,20,6
HMS Escort (H66),5.0,966,159,3,1,0.38095238095238093,11,5
Pennsylvania Turnpike,5.0,12790,1857,114,31,0.1671618451915559,387,31
Sajmište concentration camp,5.0,2921,490,29,6,0.281752824375214,48,10
Over the Hedge (DS game),5.0,1129,129,20,2,0.33392382639503987,15,8
Ecliptic,5.0,1848,231,20,9,0.21915584415584416,1,13
Agneepath (2012 film),5.0,4525,503,135,6,0.2764640883977901,113,20
1985 Puerto Rico floods,5.0,1335,137,24,3,0.3453183520599251,2,6
Edward the Martyr,5.0,2758,580,21,9,0.2719361856417694,51,12
I'm Going to Tell You a Secret,5.0,2898,387,50,5,0.29848171152518976,47,11
Gene Amondson,5.0,1797,404,42,5,0.36282693377851977,34,11
Griffith Rutherford,5.0,2187,231,16,4,0.3058984910836763,36,13
Survivor Series (2004),5.0,2046,393,44,3,0.20527859237536658,41,10
Sonic Lost World,5.0,3338,473,83,5,0.30407429598562014,80,11
Pusztai affair,5.0,2295,177,47,0,0.24793028322440086,33,8
Arena (web browser),5.0,1271,985,129,12,0.36034618410700237,1,20
Harold M. McClelland,5.0,1753,153,18,9,0.32743867655447806,20,7
Opabinia,5.0,2150,229,43,14,0.2711627906976744,23,11
Third Amendment to the United States Constitution,5.0,1570,312,30,4,0.30828025477707005,1,9
California State Route 243,5.0,705,119,24,3,0.36312056737588655,23,7
Is It Scary,5.0,821,255,9,1,0.3215590742996346,16,9
John R. Tunis,5.0,4529,339,64,3,0.2704791344667697,2,17
Crash Team Racing,5.0,3061,340,27,4,0.26461940542306434,52,11
University of Michigan Men's Glee Club,5.0,1870,399,56,4,0.3251336898395722,61,12
Curtis Woodhouse,5.0,2663,443,88,0,0.2681186631618475,84,15
Italian cruiser Vesuvio,5.0,563,82,7,1,0.41563055062166965,8,5
Vintage amateur radio,5.0,1358,527,35,11,0.35714285714285715,18,10
Crabble Athletic Ground,5.0,1084,295,25,4,0.3348708487084871,22,7
Flexible-fuel vehicle,5.0,6182,1057,215,22,0.2023616952442575,190,33
The Boat Race 1924,5.0,664,301,9,6,0.35843373493975905,14,6
Dara Torres,5.0,2073,1201,67,7,0.26483357452966716,45,14
Turf War (The Office),5.0,1737,374,18,1,0.31721358664363847,15,9
Junagarh Fort,5.0,2568,364,26,9,0.28738317757009346,23,11
HMS Iron Duke (1912),5.0,3412,376,4,10,0.2564478311840563,1,12
Tropical Storm Frances (1998),5.0,1335,173,21,5,0.33782771535580525,16,10
The Cheese Special,5.0,443,77,15,0,0.3747178329571106,16,6
New York State Route 187,5.0,370,85,8,4,0.3324324324324324,9,7
"Schwingt freudig euch empor, BWV 36",5.0,1311,489,23,3,0.3516399694889397,12,8
The One with All the Thanksgivings,5.0,1580,177,15,1,0.320253164556962,14,7
Francis Bok,5.0,2059,513,22,2,0.2710053423992229,32,10
Mind Over Murder,5.0,1237,128,10,2,0.32821341956346,8,7
ContactPoint,5.0,2722,301,107,0,0.2814107274063189,83,9
Ontario Highway 417,5.0,3037,610,59,10,0.23213697728021074,66,13
Exclusion of judicial review in Singapore law,5.0,5653,442,42,7,0.1615071643375199,83,23
Arnold Ross,5.0,1925,378,40,8,0.332987012987013,14,7
SS Batavier II (1897),5.0,778,101,13,1,0.3676092544987147,1,5
Syaoran (Tsubasa: Reservoir Chronicle),5.0,1970,249,34,1,0.29746192893401013,68,7
John Cameron (Alberta politician),5.0,1003,121,15,4,0.34297108673978066,22,9
Hypnotized (1910 film),5.0,832,83,15,1,0.34375,15,6
The Beatles in India,5.0,5686,1064,55,5,0.25923320436158986,230,16
The Boat Race 1841,5.0,673,319,13,7,0.37147102526002973,19,6
Phil Simms,5.0,2692,677,47,1,0.3012630014858841,45,11
Super Metroid,5.0,3243,476,104,8,0.26703669441874806,1,13
Patrick Moore,5.0,3980,601,49,2,0.31532663316582915,119,11
December 1992 nor'easter,5.0,2593,376,31,1,0.26802930967990746,30,8
Paul Oscar,5.0,1205,140,27,2,0.36182572614107883,18,11
Beat Goes On (Madonna song),5.0,1176,400,37,2,0.34523809523809523,32,10
Cross Game,5.0,2290,373,83,2,0.2868995633187773,60,9
SMS (Bangerz),5.0,781,249,21,1,0.38028169014084506,19,8
Walden Galleria,5.0,1442,249,41,5,0.289875173370319,37,8
Vampire folklore by region,5.0,5585,515,29,6,0.25049239033124443,93,20
Bill Stein,5.0,2947,328,71,1,0.2022395656599932,68,11
Psycho (1960 film),5.0,9331,941,97,7,0.2288072018004501,177,35
Siward Barn,5.0,1801,253,5,3,0.3353692393114936,46,7
Michael (Glee),5.0,3926,627,52,6,0.25038206826286297,49,10
Mario Party 5,5.0,1758,147,21,2,0.27417519908987487,21,7
Test Track,5.0,2128,170,23,6,0.24671052631578946,16,15
Leccinum holopus,5.0,1084,197,18,4,0.38837638376383765,33,9
Texas Recreational Road 2,5.0,770,118,29,5,0.3116883116883117,20,7
William T. Porter,5.0,1135,87,12,2,0.28634361233480177,9,7
Hurricane Ignacio (2003),5.0,1354,178,33,6,0.3360413589364845,26,7
United States v. Jones (2012),5.0,2561,245,42,4,0.27215931276844985,60,15
The Fabulous Kangaroos,5.0,3730,322,13,2,0.225201072386059,19,20
I Love You (Miss Robot),5.0,467,108,11,0,0.3361884368308351,13,7
The Answer's at the End,5.0,2702,504,15,2,0.3267949666913397,4,10
Cultural impact of the Guitar Hero series,5.0,3930,540,109,3,0.27608142493638677,99,7
Manche Ch'ol,5.0,2954,364,42,3,0.2887610020311442,59,10
Younger Than Yesterday,5.0,3769,526,20,3,0.2666489785088883,1,18
No. 75 Squadron RAAF,5.0,2832,389,13,7,0.23022598870056496,57,9
The Piper at the Gates of Dawn,5.0,3481,738,35,2,0.278942832519391,24,13
Nitro (Adlabs Imagica),5.0,588,65,19,1,0.32142857142857145,8,9
15th (Imperial Service) Cavalry Brigade,5.0,5508,462,20,12,0.1804647785039942,2,21
Jessica Dubroff,5.0,2016,178,26,8,0.29563492063492064,18,14
2009 NCAA Division I Men's Lacrosse Championship,5.0,2065,290,67,2,0.2852300242130751,53,15
Mark Henry,5.0,6856,1511,267,19,0.2132438739789965,254,29
The Great Gatsby,5.0,4336,600,84,7,0.28851476014760147,2,23
Presidential Council (Benin),5.0,3117,269,6,5,0.22874558870709016,44,8
German submarine U-36 (1936),5.0,759,853,14,4,0.4295125164690382,13,11
A Short Story About Love,5.0,1947,212,15,3,0.29738058551617874,12,8
Evanton,5.0,2362,194,26,10,0.31879762912785775,33,13
1959 Escuminac disaster,5.0,1280,238,11,6,0.32890625,8,7
Tuesday's Child (Holby City),5.0,1929,271,32,1,0.31363400725764645,30,6
Lisa's Date with Density,5.0,975,160,11,1,0.38256410256410256,8,7
Providence College,5.0,3390,643,67,9,0.2926253687315634,55,27
New York State Route 31A,5.0,1167,132,9,6,0.22193658954584405,14,7
The Quarrymen,5.0,4875,474,43,5,0.2477948717948718,97,17
Post-Britpop,5.0,1039,243,21,3,0.3310875842155919,33,9
Here I Stand (Usher album),5.0,3460,899,155,4,0.29104046242774567,143,22
Walls of Dubrovnik,5.0,4386,429,45,27,0.265389876880985,4,40
William Blackstone,5.0,5205,612,47,8,0.26032660902977905,125,18
Kate Bosworth,5.0,1185,278,69,3,0.4337552742616034,58,11
David Meerman Scott,5.0,1483,273,85,4,0.34389750505731626,84,13
Femme Fatale Tour,5.0,4250,755,103,13,0.2722352941176471,3,13
Majura Parkway,5.0,1033,167,24,9,0.31364956437560504,18,7
Tropical Storm Morakot (2003),5.0,1025,156,15,3,0.3336585365853659,3,8
Nick Mitchell,5.0,1261,437,40,0,0.32434575733544807,36,14
Gruban v Booth,5.0,1294,84,1,1,0.28979907264296756,9,6
SMS Bremen,5.0,923,153,5,4,0.4084507042253521,2,8
Lord Snow,5.0,2209,201,24,2,0.32956088727931193,19,16
Libellus responsionum,5.0,2872,210,20,1,0.23433147632311976,61,9
"Hilton Head Island, South Carolina",5.0,3828,822,122,25,0.3223615464994775,109,27
24 (TV series),5.0,6117,1177,171,6,0.23279385319601112,152,28
Japanese cruiser Azuma,5.0,3328,369,5,4,0.27103365384615385,1,15
Typhoon Abby (1983),5.0,1166,158,23,4,0.3542024013722127,1,6
Bloodline (Fringe),5.0,1720,278,27,2,0.3383720930232558,23,10
Get Up (Ciara song),5.0,1106,299,31,2,0.34177215189873417,32,14
Thomas Paton,5.0,2238,296,11,4,0.2846291331546023,20,12
Washington State Route 305,5.0,738,202,47,4,0.34823848238482386,41,6
Shia LaBeouf,5.0,4207,620,135,5,0.30473021155217495,136,18
P-9 Project,5.0,1660,237,16,6,0.29036144578313255,27,10
Darius Morris,5.0,1978,468,119,6,0.29221435793731043,105,14
2004 British Open (snooker),5.0,1733,331,62,1,0.276399307559146,39,17
2010 AAA 400,5.0,2642,280,41,4,0.23429220287660862,24,11
One Meridian Plaza,5.0,2976,222,15,1,0.2506720430107527,25,14
Pokémon Red and Blue,5.0,3622,474,73,8,0.2609055770292656,77,15
You're Gonna Love Tomorrow,5.0,2226,452,36,2,0.31446540880503143,35,10
2002–03 Australian region cyclone season,5.0,3193,321,42,25,0.23019104290635767,2,19
Herpes zoster,5.0,4017,1114,209,12,0.24869305451829724,100,18
Solar urticaria,5.0,2200,284,53,2,0.23227272727272727,34,14
Sachsen class ironclad,5.0,1850,130,4,5,0.3027027027027027,14,8
Bob Chappuis,5.0,3317,509,41,7,0.28730780826047636,56,15
You Make Me Wanna...,5.0,1474,439,71,2,0.33242876526458615,65,16
Cullompton,5.0,7295,923,98,21,0.2455106237148732,165,37
HMS Hurricane (H06),5.0,892,189,5,1,0.39798206278026904,11,7
Kevin Durant,5.0,2254,1040,153,6,0.318544809228039,113,24
And the Rockets' Dead Glare,5.0,1536,163,3,1,0.3196614583333333,11,6
European polecat,5.0,5363,1108,43,23,0.2826776058176394,94,32
Missing You (The Saturdays song),5.0,1457,240,37,2,0.3225806451612903,33,14
National Hurricane Center,5.0,2129,304,74,7,0.2677313292625646,60,13
Timor-Leste at the 2008 Summer Olympics,5.0,368,266,12,1,0.27717391304347827,11,3
Nabulsi soap,5.0,848,82,12,3,0.357311320754717,10,6
Huangshan,5.0,1593,347,45,39,0.34149403640929066,28,11
Big Brother 11 (U.S.),5.0,7746,983,325,3,0.1653756777691712,312,18
Action of 9 November 1822,5.0,1064,392,13,4,0.3016917293233083,10,6
My Only Wish (This Year),5.0,749,287,26,1,0.38451268357810414,25,7
Cabinet of Singapore,5.0,5654,714,40,26,0.1899540148567386,95,19
Air (visual novel),5.0,4594,514,119,6,0.22115803221593383,80,17
Dr. Bonham's Case,5.0,3655,238,13,4,0.23556771545827634,59,12
Battle of Tellicherry,5.0,1131,109,5,2,0.29354553492484525,7,7
Blas Ople,5.0,1737,290,29,3,0.3436960276338515,21,9
Whistler Sliding Centre,5.0,4743,675,106,12,0.2441492726122707,97,22
Delaware Route 2,5.0,1798,170,30,9,0.19577308120133483,27,8
Battle of Chonan,5.0,2181,311,4,3,0.23979825767996332,33,12
Granny (orca),5.0,576,61,12,2,0.3472222222222222,13,5
Por Amarte Así,5.0,1097,219,44,1,0.27347310847766637,43,12
California sea lion,5.0,3129,795,70,14,0.28763183125599234,50,15
Don Kent (wrestler),5.0,1696,167,6,2,0.2800707547169811,6,10
Uzumaki,5.0,1932,229,60,2,0.31262939958592134,1,10
Mama (Spice Girls song),5.0,1651,397,46,4,0.3040581465778316,56,16
Typhoon Judy (1982),5.0,1124,137,15,3,0.36298932384341637,19,6
Tellurium,5.0,2837,782,95,8,0.30137469157560803,71,18
Marguerite LeHand,5.0,2267,396,28,4,0.329510366122629,45,10
The Passing Zone,5.0,948,217,26,3,0.40822784810126583,18,10
About a Girl (Sugababes song),5.0,1315,279,46,3,0.3193916349809886,44,12
Mythodea,5.0,1720,195,23,1,0.30348837209302326,22,12
Pirates of the Caribbean: On Stranger Tides,5.0,6154,873,204,6,0.27461813454663636,180,22
